Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
LA-047,Iberville Parish,65.01,85,5.72,59.29
LA-049,Jackson Parish,72.55,119,18.18,54.37
LA-051,Jefferson Parish,65.84,87,4.39,61.45
LA-053,Jefferson Davis Parish,60.68,70,2.11,58.57
LA-055,Lafayette Parish,61.32,67,2.57,58.75
LA-057,Lafourche Parish,67.03,87,5.19,61.84
LA-059,La Salle Parish,67.04,107,10.82,56.22
LA-061,Lincoln Parish,71.75,121,18.63,53.12
LA-063,Livingston Parish,70.07,98,8.26,61.81
LA-065,Madison Parish,60.49,92,7.08,53.41
LA-067,Morehouse Parish,65.93,106,12.64,53.29
LA-069,Natchitoches Parish,74.71,125,21.75,52.96
LA-071,Orleans Parish,63.16,72,2.31,60.85
LA-073,Ouachita Parish,70.11,115,16.71,53.4
LA-075,Plaquemines Parish,65.5,84,4.45,61.05
LA-077,Pointe Coupee Parish,58.05,53,-1.08,59.13
LA-079,Rapides Parish,65.97,105,8.87,57.1
LA-081,Red River Parish,70.96,120,19.78,51.18
LA-083,Richland Parish,66.94,113,13.31,53.63
LA-085,Sabine Parish,72.61,122,20.87,51.74
LA-087,St. Bernard Parish,64.71,79,3.63,61.08
LA-089,St. Charles Parish,63.97,76,2.49,61.48
LA-091,St. Helena Parish,65.35,72,2.33,63.02
LA-093,St. James Parish,65.03,80,4.05,60.98
LA-095,St. John the Baptist Parish,62.23,67,1.33,60.9
LA-097,St. Landry Parish,61.57,70,2.69,58.88
LA-099,St. Martin Parish,62.38,75,3.1,59.28
LA-101,St. Mary Parish,65.66,87,5.63,60.03
LA-103,St. Tammany Parish,70.2,96,8.72,61.48
LA-105,Tangipahoa Parish,68.85,89,6.14,62.71
LA-107,Tensas Parish,55.95,70,1.48,54.47
LA-109,Terrebonne Parish,63.66,74,1.81,61.85
LA-111,Union Parish,69.27,118,16.5,52.77
LA-113,Vermilion Parish,73.17,115,15.19,57.98
LA-115,Vernon Parish,74,116,18.36,55.64
LA-117,Washington Parish,74.94,110,12.74,62.2
LA-119,Webster Parish,68.19,119,17.22,50.97
LA-121,West Baton Rouge Parish,60.04,67,0.84,59.2
LA-123,West Carroll Parish,63.3,98,9.99,53.31
LA-125,West Feliciana Parish,57.76,53,-2.05,59.81
LA-127,Winn Parish,73.44,119,18.1,55.34
ME-001,Androscoggin County,46.81,84,2.19,44.62
ME-003,Aroostook County,42.31,94,4.31,38
ME-005,Cumberland County,47.88,90,3.25,44.63
ME-007,Franklin County,48.59,93,4.38,44.21
ME-009,Hancock County,52.36,99,6.65,45.71
ME-011,Kennebec County,45.88,87,2.97,42.91
ME-013,Knox County,54.41,105,8.01,46.4
ME-015,Lincoln County,50.31,97,5.69,44.62
ME-017,Oxford County,47.32,90,3.53,43.79
ME-019,Penobscot County,44.84,83,3.11,41.73
ME-021,Piscataquis County,44.84,85,3.39,41.45
ME-023,Sagadahoc County,48.87,92,4.37,44.5
ME-025,Somerset County,44.72,91,3.48,41.24
ME-027,Waldo County,50.33,99,5.57,44.76
ME-029,Washington County,52.18,102,7.91,44.27
ME-031,York County,53.23,107,8.73,44.5
MD-001,Allegany County,68.01,125,30.5,37.51
MD-003,Anne Arundel County,68.64,125,26.19,42.45
MD-005,Baltimore County,73.18,125,29.8,43.38
MD-009,Calvert County,69.06,125,26.1,42.96
MD-011,Caroline County,58.64,124,15.21,43.43
MD-013,Carroll County,69.81,125,27.43,42.38
MD-015,Cecil County,62.67,125,18.89,43.78
MD-017,Charles County,66.78,125,24.56,42.22
MD-019,Dorchester County,57.64,122,14.13,43.51
MD-021,Frederick County,67.9,125,26.05,41.85
MD-023,Garrett County,72.04,125,26.63,45.41
MD-025,Harford County,63.73,125,20,43.73
MD-027,Howard County,69.75,125,27.27,42.48
MD-029,Kent County,58,123,15.15,42.85
MD-031,Montgomery County,64.25,125,22.7,41.55
MD-033,Prince George's County,68.99,125,26.7,42.29
MD-035,Queen Anne's County,60.08,124,17.08,43
MD-037,St. Mary's County,68.16,125,25.73,42.43
MD-039,Somerset County,52.33,114,9.63,42.7
MD-041,Talbot County,58.84,124,15.39,43.45
MD-043,Washington County,66.03,125,26.89,39.14
MD-045,Wicomico County,54.04,116,10.37,43.67
MD-047,Worcester County,54.76,117,11.65,43.11
MD-510,Baltimore City,73.84,125,30.97,42.87
MD-511,"Washington, D.C.",67.32,125,25.72,41.6
MA-001,Barnstable County,55.6,120,12.07,43.53
MA-003,Berkshire County,57.96,120,12.47,45.49
MA-005,Bristol County,63.96,125,19.37,44.59
MA-007,Dukes County,56.42,121,13.5,42.92
MA-009,Essex County,54.7,117,11.93,42.77
MA-011,Franklin County,63.12,124,18.12,45
MA-013,Hampden County,64.16,124,17.81,46.35
MA-015,Hampshire County,63.7,124,17.92,45.78
MA-017,Middlesex County,58.02,121,14.59,43.43
MA-019,Nantucket County,52.79,117,11.12,41.67
MA-021,Norfolk County,63.9,125,18.91,44.99
MA-023,Plymouth County,63.87,124,18.8,45.07
MA-025,Suffolk County,59.7,123,15.39,44.31
MA-027,Worcester County,62.74,124,18.24,44.5
MI-001,Alcona County,32.58,100,3.9,28.68
MI-003,Alger County,38.45,109,6.18,32.27
MI-005,Allegan County,43.65,118,9.41,34.24
MI-007,Alpena County,32.19,92,3.15,29.04
MI-009,Antrim County,34.79,89,3.22,31.57
MI-011,Arenac County,33.75,111,5.35,28.4
MI-013,Baraga County,36.46,95,4.16,32.3
MI-015,Barry County,42.57,119,9.37,33.2
MI-017,Bay County,32.39,96,3.42,28.97
MI-019,Benzie County,34.82,95,3.3,31.52
MI-021,Berrien County,46.72,122,10.22,36.5
MI-023,Branch County,45.4,123,10.94,34.46
MI-025,Calhoun County,41.36,116,7.63,33.73
MI-027,Cass County,48.59,123,12.62,35.97
MI-029,Charlevoix County,34.91,100,4.11,30.8
MI-031,Cheboygan County,30,67,1.23,28.77
MI-033,Chippewa County,30.98,46,-0.9,31.88
MI-035,Clare County,35.21,109,5.59,29.62
MI-037,Clinton County,35.88,101,5.09,30.79
MI-039,Crawford County,31.7,74,1.18,30.52
MI-041,Delta County,32.59,83,1.75,30.84
MI-043,Dickinson County,32.2,89,2.49,29.71
MI-045,Eaton County,39.62,114,7.79,31.83
MI-047,Emmet County,33.06,86,3.28,29.78
MI-049,Genesee County,34.83,99,4.74,30.09
MI-051,Gladwin County,35.85,116,6.95,28.9
MI-053,Gogebic County,38.79,107,6.05,32.74
MI-055,Grand Traverse County,32.22,81,1.71,30.51
MI-057,Gratiot County,36.6,114,6.49,30.11
MI-059,Hillsdale County,42.43,119,8.26,34.17
MI-061,Houghton County,33.15,88,2.7,30.45
MI-063,Huron County,32.51,90,2.84,29.67
MI-065,Ingham County,38.99,118,8.2,30.79
MI-067,Ionia County,39.08,110,7.32,31.76
MI-069,Iosco County,34.66,113,5.83,28.83
MI-071,Iron County,33.89,95,3.3,30.59
MI-073,Isabella County,37.79,118,8,29.79
MI-075,Jackson County,39.63,118,8.12,31.51
MI-077,Kalamazoo County,44.03,121,9.44,34.59
MI-079,Kalkaska County,33.16,81,1.8,31.36
MI-081,Kent County,41.75,120,8.83,32.92
MI-083,Keweenaw County,32.5,96,3.27,29.23
MI-085,Lake County,36.32,96,3.73,32.59
MI-087,Lapeer County,30.72,68,0.85,29.87
MI-089,Leelanau County,34,100,3.76,30.24
MI-091,Lenawee County,40.81,120,9.05,31.76
MI-093,Livingston County,38.59,116,8.06,30.53
MI-095,Luce County,33.8,86,1.81,31.99
MI-097,Mackinac County,32.63,85,2.02,30.61
MI-099,Macomb County,36.41,110,6.16,30.25
MI-101,Manistee County,35.71,100,4.09,31.62
MI-103,Marquette County,37.6,109,6.14,31.46
MI-105,Mason County,36.73,109,5.64,31.09
MI-107,Mecosta County,39.29,115,7.84,31.45
MI-109,Menominee County,31.32,82,1.35,29.97
MI-111,Midland County,35.3,111,6.11,29.19
MI-113,Missaukee County,31.7,81,1.81,29.89
MI-115,Monroe County,38.95,119,7.83,31.12
MI-117,Montcalm County,40.52,119,8.93,31.59
MI-119,Montmorency County,28.99,65,0.65,28.34
MI-121,Muskegon County,41,118,8.87,32.13
MI-123,Newaygo County,39.71,112,7.18,32.53
MI-125,Oakland County,35.98,104,5.3,30.68
MI-127,Oceana County,38.41,108,6.59,31.82
MI-129,Ogemaw County,35.94,117,7.07,28.87
MI-131,Ontonagon County,34.75,94,3.15,31.6
MI-133,Osceola County,34.44,92,3.39,31.05
MI-135,Oscoda County,32.18,96,3.4,28.78
MI-137,Otsego County,31.2,68,1.06,30.14
MI-139,Ottawa County,40.88,116,7.87,33.01
MI-141,Presque Isle County,30.49,73,1.6,28.89
MI-143,Roscommon County,33.92,107,4.33,29.59
MI-145,Saginaw County,33.75,98,4.24,29.51
MI-147,St. Clair County,35.03,100,4.41,30.62
MI-149,St. Joseph County,47.34,125,13.06,34.28
MI-151,Sanilac County,32.11,80,2.07,30.04
MI-153,Schoolcraft County,36.09,102,4.71,31.38
MI-155,Shiawassee County,36.51,108,6.47,30.04
MI-157,Tuscola County,30.93,77,1.43,29.5
MI-159,Van Buren County,46.3,123,10.83,35.47
MI-161,Washtenaw County,37.92,120,8.06,29.86
MI-163,Wayne County,40.16,123,9.52,30.64
MI-165,Wexford County,33.19,76,1.28,31.91
MN-001,Aitkin County,32.45,105,5.46,26.99
MN-003,Anoka County,28.34,52,-0.82,29.16
MN-005,Becker County,23.67,56,-0.11,23.78
MN-007,Beltrami County,21.84,41,-1.68,23.52
MN-009,Benton County,28.14,70,1.45,26.69
MN-011,Big Stone County,24.37,80,1.74,22.63
MN-013,Blue Earth County,42.24,123,13.35,28.89
MN-015,Brown County,41.81,124,13.97,27.84
MN-017,Carlton County,33.17,103,5.21,27.96
MN-019,Carver County,32.53,91,4.05,28.48
MN-021,Cass County,26.54,66,0.95,25.59
MN-023,Chippewa County,33.78,116,9.08,24.7
MN-025,Chisago County,29.79,66,0.56,29.23
MN-027,Clay County,23.4,84,1.6,21.8
MN-029,Clearwater County,23.66,61,0.08,23.58
MN-031,Cook County,29.95,73,0.71,29.24
MN-033,Cottonwood County,43.43,125,16.59,26.84
MN-035,Crow Wing County,29.05,90,3.28,25.77
MN-037,Dakota County,32.98,87,3.69,29.29
MN-039,Dodge County,40.63,118,10.35,30.28
MN-041,Douglas County,26.2,77,1.36,24.84
MN-043,Faribault County,43.39,123,13.79,29.6
MN-045,Fillmore County,50.41,125,18.34,32.07
MN-047,Freeborn County,45.34,123,14.5,30.84
MN-049,Goodhue County,37.52,110,7.74,29.78
MN-051,Grant County,25.59,85,2.1,23.49
MN-053,Hennepin County,30.47,70,1.54,28.93
MN-055,Houston County,52.15,125,19.89,32.26
MN-057,Hubbard County,24.53,52,-0.69,25.22
MN-059,Isanti County,30.12,74,1.34,28.78
MN-061,Itasca County,26.62,65,1.22,25.4
MN-063,Jackson County,46.74,125,19.32,27.42
MN-065,Kanabec County,31.68,88,3.77,27.91
MN-067,Kandiyohi County,32.19,107,6.84,25.35
MN-069,Kittson County,17.4,26,-2.86,20.26
MN-071,Koochiching County,24.83,45,-0.76,25.59
MN-073,Lac qui Parle County,29.44,104,5.56,23.88
MN-075,Lake County,30.83,82,2.23,28.6
MN-077,Lake of the Woods County,18.58,16,-4.32,22.9
MN-079,Le Sueur County,34.19,102,5.04,29.15
MN-081,Lincoln County,36.5,122,11.94,24.56
MN-083,Lyon County,39.73,123,14.91,24.82
MN-085,McLeod County,30.17,85,2.59,27.58
MN-087,Mahnomen County,23.95,65,0.94,23.01
MN-089,Marshall County,19.9,52,-0.74,20.64
MN-091,Martin County,46.17,125,17.6,28.57
MN-093,Meeker County,27.1,67,0.98,26.12
MN-095,Mille Lacs County,29.94,79,2.44,27.5
MN-097,Morrison County,28.17,79,2.28,25.89
MN-099,Mower County,44.91,123,13.21,31.7
MN-101,Murray County,43.07,124,17.06,26.01
MN-103,Nicollet County,32.89,97,3.89,29
MN-105,Nobles County,44.86,125,17.84,27.02
MN-107,Norman County,22.81,71,1.34,21.47
MN-109,Olmsted County,41.41,118,10.43,30.98
MN-111,Otter Tail County,25.84,81,1.8,24.04
MN-113,Pennington County,20.21,50,-1.06,21.27
MN-115,Pine County,33.43,100,4.69,28.74
MN-117,Pipestone County,37.84,122,12.87,24.97
MN-119,Polk County,21.72,70,0.58,21.14
MN-121,Pope County,26.98,80,2.53,24.45
MN-123,Ramsey County,31.63,82,2.54,29.09
MN-125,Red Lake County,20.64,54,-0.88,21.52
MN-127,Redwood County,40.87,125,14.96,25.91
MN-129,Renville County,38.48,124,12.07,26.41
MN-131,Rice County,39.02,116,9.69,29.33
MN-133,Rock County,40.01,125,14.04,25.97
MN-135,Roseau County,19.43,40,-1.9,21.33
MN-137,St. Louis County,27.86,65,0.66,27.2
MN-139,Scott County,33.78,94,4.89,28.89
MN-141,Sherburne County,26.79,51,-0.89,27.68
MN-143,Sibley County,32.17,92,3.6,28.57
MN-145,Stearns County,26.9,72,1.47,25.43
MN-147,Steele County,41.38,120,11.73,29.65
MN-149,Stevens County,26.55,92,3.19,23.36
MN-151,Swift County,29.26,105,5.11,24.15
MN-153,Todd County,28.11,88,3.03,25.08
MN-155,Traverse County,23.62,75,1.49,22.13
MN-157,Wabasha County,40.49,116,9.9,30.59
MN-159,Wadena County,25.6,61,0.2,25.4
MN-161,Waseca County,41.46,120,12.24,29.22
MN-163,Washington County,31.54,80,2.16,29.38
MN-165,Watonwan County,46.58,124,18.53,28.05
MN-167,Wilkin County,24.25,83,2.04,22.21
MN-169,Winona County,44.4,123,12.56,31.84
MN-171,Wright County,27.56,57,-0.02,27.58
MN-173,Yellow Medicine County,35.68,122,11.06,24.62
MS-001,Adams County,54.06,52,-2.5,56.56
MS-003,Alcorn County,74.76,123,21.41,53.35
MS-005,Amite County,61.73,67,0.4,61.33
MS-007,Attala County,61.75,103,8.65,53.1
MS-009,Benton County,76.19,124,21.9,54.29
MS-011,Bolivar County,72.79,123,20.91,51.88
MS-013,Calhoun County,62.55,102,8.89,53.66
MS-015,Carroll County,69.76,116,16.8,52.96
MS-017,Chickasaw County,61.18,97,7.68,53.5
MS-019,Choctaw County,60.77,96,6.9,53.87
MS-021,Claiborne County,57.72,81,2.79,54.93
MS-023,Clarke County,67.54,108,10.06,57.48
MS-025,Clay County,60.87,102,7.89,52.98
MS-027,Coahoma County,69.49,121,17.77,51.72
MS-029,Copiah County,63.42,101,7.84,55.58
MS-031,Covington County,69.92,113,12.57,57.35
MS-033,DeSoto County,65.02,118,13.49,51.53
MS-035,Forrest County,70.73,111,11.05,59.68
MS-037,Franklin County,60.84,76,2.31,58.53
MS-039,George County,70.84,92,7.19,63.65
MS-041,Greene County,67.6,95,6.36,61.24
MS-043,Grenada County,68.7,112,15.91,52.79
MS-045,Hancock County,70.77,96,8.57,62.2
MS-047,Harrison County,76.89,112,14.43,62.46
MS-049,Hinds County,65.65,113,12.68,52.97
MS-051,Holmes County,62.44,106,9.83,52.61
MS-053,Humphreys County,57.87,84,5.16,52.71
MS-055,Issaquena County,64.49,108,11.55,52.94
MS-057,Itawamba County,65.1,105,11.52,53.58
MS-059,Jackson County,75.16,108,12.49,62.67
MS-061,Jasper County,67.71,106,9.98,57.73
MS-063,Jefferson County,56.39,64,0.27,56.12
MS-065,Jefferson Davis County,72.86,118,14.74,58.12
MS-067,Jones County,68.65,104,10.56,58.09
MS-069,Kemper County,59.79,92,5.68,54.11
MS-071,Lafayette County,73.32,120,19.61,53.71
MS-073,Lamar County,70.77,109,10.8,59.97
MS-075,Lauderdale County,63.35,99,7.5,55.85
MS-077,Lawrence County,68.91,112,11.09,57.82
MS-079,Leake County,67.35,115,13.29,54.06
MS-081,Lee County,64.89,106,11.65,53.24
MS-083,Leflore County,71.59,121,19.18,52.41
MS-085,Lincoln County,62.21,82,3.73,58.48
MS-087,Lowndes County,57.9,91,5.09,52.81
MS-089,Madison County,64.59,111,12.26,52.33
MS-091,Marion County,75.37,118,15.36,60.01
MS-093,Marshall County,73.92,123,20.32,53.6
MS-095,Monroe County,61.39,94,7.51,53.88
MS-097,Montgomery County,62.87,102,9.79,53.08
MS-099,Neshoba County,65.01,106,10.08,54.93
MS-101,Newton County,67.04,108,10.87,56.17
MS-103,Noxubee County,57.13,89,5.19,51.94
MS-105,Oktibbeha County,63.36,107,10.76,52.6
MS-107,Panola County,71.95,119,18.42,53.53
MS-109,Pearl River County,72.67,106,11,61.67
MS-111,Perry County,71.31,111,10.57,60.74
MS-113,Pike County,62.52,70,1.21,61.31
MS-115,Pontotoc County,67.08,110,13.49,53.59
MS-117,Prentiss County,67.63,112,13.85,53.78
MS-119,Quitman County,71.81,122,19.22,52.59
MS-121,Rankin County,71.99,122,18.36,53.63
MS-123,Scott County,71.23,118,16.56,54.67
MS-125,Sharkey County,62.66,104,9.82,52.84
MS-127,Simpson County,68.9,114,12.73,56.17
MS-129,Smith County,68.79,114,12.13,56.66
MS-131,Stone County,76.7,111,14.03,62.67
MS-133,Sunflower County,71.14,120,18.32,52.82
MS-135,Tallahatchie County,73.74,121,20.84,52.9
MS-137,Tate County,67.07,118,14.71,52.36
MS-139,Tippah County,74.13,121,20.06,54.07
MS-141,Tishomingo County,69.49,117,15.48,54.01
MS-143,Tunica County,66.64,118,14.91,51.73
MS-145,Union County,68.88,114,15.15,53.73
MS-147,Walthall County,72.14,106,10.98,61.16
MS-149,Warren County,61.17,95,8.05,53.12
MS-151,Washington County,68.13,111,14.92,53.21
MS-153,Wayne County,68.5,102,9.56,58.94
MS-155,Webster County,59.41,96,6.2,53.21
MS-157,Wilkinson County,58.8,58,-0.4,59.2
MS-159,Winston County,61.61,100,7.94,53.67
MS-161,Yalobusha County,72.47,116,18.21,54.26
MS-163,Yazoo County,60.31,100,7.89,52.42
MO-001,Adair County,39.16,72,2.1,37.06
MO-003,Andrew County,33.27,52,-2.31,35.58
MO-005,Atchison County,35.19,74,0.75,34.44
MO-007,Audrain County,39.76,70,1.64,38.12
MO-009,Barry County,45.28,80,0.86,44.42
MO-011,Barton County,35.86,35,-4.87,40.73
MO-013,Bates County,38.55,57,-1.64,40.19
MO-015,Benton County,39.09,50,-2.2,41.29
MO-017,Bollinger County,54.36,104,9.27,45.09
MO-019,Boone County,36.8,43,-1.67,38.47
MO-021,Buchanan County,32.81,44,-3.05,35.86
MO-023,Butler County,51.94,91,4.78,47.16
MO-025,Caldwell County,33.19,36,-3.61,36.8
MO-027,Callaway County,38.43,58,0.1,38.33
MO-029,Camden County,42.91,68,1.66,41.25
MO-031,Cape Girardeau County,55.22,107,10.63,44.59
MO-033,Carroll County,33.76,33,-4.32,38.08
MO-035,Carter County,50.51,91,5.42,45.09
MO-037,Cass County,39.94,63,0.34,39.6
MO-039,Cedar County,39.46,53,-1.48,40.94
MO-041,Chariton County,34.78,35,-3.76,38.54
MO-043,Christian County,49.72,102,6.54,43.18
MO-045,Clark County,40.67,95,5.07,35.6
MO-047,Clay County,30.17,20,-6.83,37
MO-049,Clinton County,31.41,28,-5.3,36.71
MO-051,Cole County,40.21,73,1.36,38.85
MO-053,Cooper County,36.43,43,-2.37,38.8
MO-055,Crawford County,50.15,108,9.61,40.54
MO-057,Dade County,39.25,49,-2.05,41.3
MO-059,Dallas County,42.55,65,0.84,41.71
MO-061,Daviess County,32.83,42,-3.33,36.16
MO-063,DeKalb County,33.01,49,-2.93,35.94
MO-065,Dent County,52.95,107,10.69,42.26
MO-067,Douglas County,54.43,111,11.03,43.4
MO-069,Dunklin County,58.37,110,10.44,47.93
MO-071,Franklin County,43.43,90,4.06,39.37
MO-073,Gasconade County,42.56,87,3.47,39.09
MO-075,Gentry County,32.26,44,-3.23,35.49
MO-077,Greene County,44.57,82,2.64,41.93
MO-079,Grundy County,33.17,43,-3.05,36.22
MO-081,Harrison County,37.17,73,1.71,35.46
MO-083,Henry County,38.68,51,-1.91,40.59
MO-085,Hickory County,40.03,51,-1.22,41.25
MO-087,Holt County,34.94,62,-0.13,35.07
MO-089,Howard County,36.09,49,-2.41,38.5
MO-091,Howell County,50.62,91,5.8,44.82
MO-093,Iron County,55.49,109,11.38,44.11
MO-095,Jackson County,35.85,48,-2.41,38.26
MO-097,Jasper County,36.64,28,-5.66,42.3
MO-099,Jefferson County,52.63,119,12.89,39.74
MO-101,Johnson County,36.81,45,-3.29,40.1
MO-103,Knox County,40.25,84,3.14,37.11
MO-105,Laclede County,48.38,98,6.3,42.08
MO-107,Lafayette County,34.84,40,-4.02,38.86
MO-109,Lawrence County,43.49,67,0.54,42.95
MO-111,Lewis County,41.32,90,4.52,36.8
MO-113,Lincoln County,37.3,51,-1.01,38.31
MO-115,Linn County,33.78,37,-3.74,37.52
MO-117,Livingston County,33.07,35,-3.49,36.56
MO-119,McDonald County,43.17,65,-0.65,43.82
MO-121,Macon County,37.98,61,0,37.98
MO-123,Madison County,54.71,105,9.88,44.83
MO-125,Maries County,43.92,86,3.75,40.17
MO-127,Marion County,39.75,74,2.58,37.17
MO-129,Mercer County,37.03,72,1.09,35.94
MO-131,Miller County,43.01,78,2.62,40.39
MO-133,Mississippi County,52.88,95,6.31,46.57
MO-135,Moniteau County,37.95,53,-1.19,39.14
MO-137,Monroe County,40.3,74,2.61,37.69
MO-139,Montgomery County,40.51,74,2.07,38.44
MO-141,Morgan County,40.32,62,-0.26,40.58
MO-143,New Madrid County,49.45,75,1.98,47.47
MO-145,Newton County,40.16,46,-3.1,43.26
MO-147,Nodaway County,33.82,54,-1.18,35
MO-149,Oregon County,49.32,81,3.67,45.65
MO-151,Osage County,42.24,86,3.48,38.76
MO-153,Ozark County,52.95,109,9.96,42.99
MO-155,Pemiscot County,60.55,115,13,47.55
MO-157,Perry County,55.27,110,12.18,43.09
MO-159,Pettis County,36.25,44,-3.09,39.34
MO-161,Phelps County,47.05,102,6.42,40.63
MO-163,Pike County,38.47,63,0.29,38.18
MO-165,Platte County,34.31,54,-1.46,35.77
MO-167,Polk County,40.59,61,-0.43,41.02
MO-169,Pulaski County,48.58,106,7.23,41.35
MO-171,Putnam County,35.98,59,-0.29,36.27
MO-173,Ralls County,38.61,69,1.16,37.45
MO-175,Randolph County,39.65,71,1.39,38.26
MO-177,Ray County,32.68,30,-5.07,37.75
MO-179,Reynolds County,52.55,99,7.97,44.58
MO-181,Ripley County,52.21,91,5.35,46.86
MO-183,St. Charles County,41.67,85,3.72,37.95
MO-185,St. Clair County,40.17,51,-0.73,40.9
MO-186,Ste. Genevieve County,52.79,112,11.5,41.29
MO-187,St. Francois County,54.04,109,11.57,42.47
MO-189,St. Louis County,43.36,96,5.2,38.16
MO-195,Saline County,36.3,50,-2.35,38.65
MO-197,Schuyler County,38.47,74,2.05,36.42
MO-199,Scotland County,39.03,82,2.76,36.27
MO-201,Scott County,52.7,102,7.09,45.61
MO-203,Shannon County,52.11,100,7.98,44.13
MO-205,Shelby County,40.49,78,2.73,37.76
MO-207,Stoddard County,49.02,78,2.44,46.58
MO-209,Stone County,49.67,105,6.59,43.08
MO-211,Sullivan County,33.76,46,-3.29,37.05
MO-213,Taney County,53.13,112,10.54,42.59
MO-215,Texas County,51.68,104,8.54,43.14
MO-217,Vernon County,38.47,53,-1.85,40.32
MO-219,Warren County,41.47,76,1.97,39.5
MO-221,Washington County,56.66,119,15.66,41
MO-223,Wayne County,51.26,90,5.44,45.82
MO-225,Webster County,47.72,91,4.76,42.96
MO-227,Worth County,37.53,80,2.22,35.31
MO-229,Wright County,53.23,112,10.36,42.87
MO-510,St. Louis City,44.64,101,6.65,37.99
MT-001,Beaverhead County,20.97,69,-0.34,21.31
MT-003,Big Horn County,20.8,121,5.25,15.55
MT-005,Blaine County,12.3,41,-1.32,13.62
MT-007,Broadwater County,16.87,82,0.8,16.07
MT-009,Carbon County,19.6,97,2.02,17.58
MT-011,Carter County,17.9,106,3.58,14.32
MT-013,Cascade County,17.14,63,-0.08,17.22
MT-015,Chouteau County,12.54,41,-1.26,13.8
MT-017,Custer County,17.73,109,4.13,13.6
MT-019,Daniels County,12.86,55,-0.42,13.28
MT-021,Dawson County,16.52,106,3.28,13.24
MT-023,Deer Lodge County,24.64,89,1.88,22.76
MT-025,Fallon County,16.38,93,2.27,14.11
MT-027,Fergus County,19.52,104,3.2,16.32
MT-029,Flathead County,33.09,33,-4.01,37.1
MT-031,Gallatin County,26.11,90,1.82,24.29
MT-033,Garfield County,16.15,107,3.45,12.7
MT-035,Glacier County,21.78,29,-3.61,25.39
MT-037,Golden Valley County,19.7,124,5.64,14.06
MT-039,Granite County,27.25,98,2.74,24.51
MT-041,Hill County,11.06,52,-0.87,11.93
MT-043,Jefferson County,19.62,83,1.16,18.46
MT-045,Judith Basin County,20.79,79,1.01,19.78
MT-047,Lake County,23.83,50,-1.11,24.94
MT-049,Lewis and Clark County,24.73,84,1.8,22.93
MT-051,Liberty County,12.03,71,0.35,11.68
MT-053,Lincoln County,27.42,21,-5.92,33.34
MT-055,McCone County,13.4,79,0.61,12.79
MT-057,Madison County,23.87,79,0.78,23.09
MT-059,Meagher County,22.46,72,0.49,21.97
MT-061,Mineral County,37.9,66,-0.35,38.25
MT-063,Missoula County,33.71,98,3.91,29.8
MT-065,Musselshell County,19.98,123,6.4,13.58
MT-067,Park County,28.46,93,2.25,26.21
MT-069,Petroleum County,17.9,116,4.86,13.04
MT-071,Phillips County,12.58,63,-0.03,12.61
MT-073,Pondera County,15.89,56,-0.72,16.61
MT-075,Powder River County,17.33,99,2.73,14.6
MT-077,Powell County,31.05,104,4.37,26.68
MT-079,Prairie County,16.05,104,3.29,12.76
MT-081,Ravalli County,31.77,87,2.23,29.54
MT-083,Richland County,15.76,92,2.1,13.66
MT-085,Roosevelt County,13.15,66,0.17,12.98
MT-087,Rosebud County,18.73,117,5.09,13.64
MT-089,Sanders County,29.15,39,-2.67,31.82
MT-091,Sheridan County,15.04,82,1.23,13.81
MT-093,Silver Bow County,20.59,95,1.93,18.66
MT-095,Stillwater County,21.69,114,3.8,17.89
MT-097,Sweet Grass County,22.93,113,4.2,18.73
MT-099,Teton County,18.08,74,0.22,17.86
MT-101,Toole County,12.58,62,0.15,12.43
MT-103,Treasure County,18.72,115,5.19,13.53
MT-105,Valley County,12.05,53,-0.49,12.54
MT-107,Wheatland County,19.3,107,3.34,15.96
MT-109,Wibaux County,15.89,81,1.59,14.3
MT-111,Yellowstone County,19.33,123,5.81,13.52
NE-001,Adams County,31.7,109,6.57,25.13
NE-003,Antelope County,32.11,117,7.41,24.7
NE-005,Arthur County,26.27,120,7.64,18.63
NE-007,Banner County,19.56,92,2.37,17.19
NE-009,Blaine County,30.62,117,8.16,22.46
NE-011,Boone County,32.04,113,6.62,25.42
NE-013,Box Butte County,20.2,102,3.33,16.87
NE-015,Boyd County,35.44,124,12.67,22.77
NE-017,Brown County,30.66,120,7.99,22.67
NE-019,Buffalo County,30.11,108,5.92,24.19
NE-021,Burt County,37.74,116,9.18,28.56
NE-023,Butler County,33.19,98,5.17,28.02
NE-025,Cass County,36.88,105,6.6,30.28
NE-027,Cedar County,37.55,124,11.49,26.06
NE-029,Chase County,20.63,87,1.72,18.91
NE-031,Cherry County,29.42,123,9.31,20.11
NE-033,Cheyenne County,19.26,81,1.59,17.67
NE-035,Clay County,33.49,111,7.19,26.3
NE-037,Colfax County,36.4,116,8.82,27.58
NE-039,Cuming County,38.56,122,10.78,27.78
NE-041,Custer County,29.34,110,6.5,22.84
NE-043,Dakota County,37.1,122,10.68,26.42
NE-045,Dawes County,19.07,80,1.06,18.01
NE-047,Dawson County,27.78,108,5.42,22.36
NE-049,Deuel County,23.83,117,5.55,18.28
NE-051,Dixon County,36.06,120,9.62,26.44
NE-053,Dodge County,38.64,120,9.87,28.77
NE-055,Douglas County,38.99,114,9.41,29.58
