Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
ID-057,Latah County,30.68,66,0.16,30.52
ID-059,Lemhi County,20.21,61,-0.94,21.15
ID-061,Lewis County,26.86,74,1.42,25.44
ID-063,Lincoln County,8.87,35,-1.64,10.51
ID-065,Madison County,17.52,93,2.68,14.84
ID-067,Minidoka County,9.26,53,-0.46,9.72
ID-069,Nez Perce County,22.98,75,1.04,21.94
ID-071,Oneida County,12.78,9,-5.74,18.52
ID-073,Owyhee County,10.34,25,-2.22,12.56
ID-075,Payette County,9.41,13,-3.37,12.78
ID-077,Power County,14.43,52,-1.47,15.9
ID-079,Shoshone County,44.95,48,-2.44,47.39
ID-081,Teton County,25.78,86,3.04,22.74
ID-083,Twin Falls County,10.34,30,-2.18,12.52
ID-085,Valley County,28.47,20,-7.63,36.1
ID-087,Washington County,17.33,29,-3.29,20.62
IL-001,Adams County,40.53,84,3.75,36.78
IL-003,Alexander County,56.41,110,11.23,45.18
IL-005,Bond County,47.44,105,8.05,39.39
IL-007,Boone County,45.12,120,11.05,34.07
IL-009,Brown County,42.32,96,5.59,36.73
IL-011,Bureau County,40.28,99,5.21,35.07
IL-013,Calhoun County,36.28,52,-1.51,37.79
IL-015,Carroll County,49.31,123,14.83,34.48
IL-017,Cass County,43.04,103,6.66,36.38
IL-019,Champaign County,45.69,117,9.14,36.55
IL-021,Christian County,45.67,113,8.78,36.89
IL-023,Clark County,53.36,119,13.62,39.74
IL-025,Clay County,56.9,122,16.5,40.4
IL-027,Clinton County,53.82,121,14.01,39.81
IL-029,Coles County,51.25,122,12.93,38.32
IL-031,Cook County,43.85,115,9.39,34.46
IL-033,Crawford County,49.85,108,8.8,41.05
IL-035,Cumberland County,54.09,122,14.55,39.54
IL-037,DeKalb County,40.79,105,6.16,34.63
IL-039,De Witt County,42,101,4.95,37.05
IL-041,Douglas County,45.89,115,8.49,37.4
IL-043,DuPage County,43.29,116,8.79,34.5
IL-045,Edgar County,49.18,117,10.64,38.54
IL-047,Edwards County,57.27,119,14.37,42.9
IL-049,Effingham County,53.74,117,14.16,39.58
IL-051,Fayette County,50.21,113,11.25,38.96
IL-053,Ford County,41.79,108,6.04,35.75
IL-055,Franklin County,57.47,122,15.21,42.26
IL-057,Fulton County,41.76,102,6.31,35.45
IL-059,Gallatin County,54.32,111,9.53,44.79
IL-061,Greene County,37.34,67,-0.01,37.35
IL-063,Grundy County,35.29,71,1.31,33.98
IL-065,Hamilton County,55.56,119,12.88,42.68
IL-067,Hancock County,43.01,104,7.43,35.58
IL-069,Hardin County,59.53,118,13.79,45.74
IL-071,Henderson County,37.15,78,1.94,35.21
IL-073,Henry County,42.22,108,7.29,34.93
IL-075,Iroquois County,35.8,60,-0.5,36.3
IL-077,Jackson County,56.23,116,13.17,43.06
IL-079,Jasper County,53.18,119,12.82,40.36
IL-081,Jefferson County,55.58,116,13.64,41.94
IL-083,Jersey County,38.21,65,0.27,37.94
IL-085,Jo Daviess County,53.18,125,19.29,33.89
IL-087,Johnson County,59.39,117,13.43,45.96
IL-089,Kane County,43.39,118,9.07,34.32
IL-091,Kankakee County,36,65,0.53,35.47
IL-093,Kendall County,38.28,91,4.08,34.2
IL-095,Knox County,40.63,100,5.18,35.45
IL-097,Lake County,47.09,124,13.93,33.16
IL-099,LaSalle County,35.7,71,1.51,34.19
IL-101,Lawrence County,56.37,120,13.95,42.42
IL-103,Lee County,43.83,114,8.96,34.87
IL-105,Livingston County,38.86,96,4.21,34.65
IL-107,Logan County,43.64,111,7.46,36.18
IL-109,McDonough County,45.56,112,9.72,35.84
IL-111,McHenry County,45.78,123,11.78,34
IL-113,McLean County,38.47,79,2.01,36.46
IL-115,Macon County,42.75,104,5.39,37.36
IL-117,Macoupin County,37.55,61,-0.5,38.05
IL-119,Madison County,44.87,102,6.5,38.37
IL-121,Marion County,53.65,116,13.1,40.55
IL-123,Marshall County,38.24,90,3.56,34.68
IL-125,Mason County,42.12,104,7.21,34.91
IL-127,Massac County,56.7,108,9.57,47.13
IL-129,Menard County,44.23,109,8.66,35.57
IL-131,Mercer County,41.28,104,6.51,34.77
IL-133,Monroe County,53.85,121,14.2,39.65
IL-135,Montgomery County,42.95,98,5.12,37.83
IL-137,Morgan County,43.1,101,6.31,36.79
IL-139,Moultrie County,42.74,101,4.76,37.98
IL-141,Ogle County,47.34,121,13.2,34.14
IL-143,Peoria County,42.32,107,7.22,35.1
IL-145,Perry County,56.06,120,14.84,41.22
IL-147,Piatt County,43.92,110,6.82,37.1
IL-149,Pike County,36.42,55,-1.19,37.61
IL-151,Pope County,60.19,116,13.47,46.72
IL-153,Pulaski County,56.77,113,11.04,45.73
IL-155,Putnam County,38.03,94,3.92,34.11
IL-157,Randolph County,52.92,114,12.18,40.74
IL-159,Richland County,56.4,122,15.14,41.26
IL-161,Rock Island County,43.97,112,9.18,34.79
IL-163,St. Clair County,52.43,119,13.39,39.04
IL-165,Saline County,57.87,117,13.69,44.18
IL-167,Sangamon County,46.05,116,9.82,36.23
IL-169,Schuyler County,46.56,110,10.38,36.18
IL-171,Scott County,40.59,86,3.68,36.91
IL-173,Shelby County,46.79,110,8.29,38.5
IL-175,Stark County,39.82,98,4.85,34.97
IL-177,Stephenson County,50.26,124,16.23,34.03
IL-179,Tazewell County,41.44,103,5.66,35.78
IL-181,Union County,58.13,113,13.05,45.08
IL-183,Vermilion County,44.11,108,7.07,37.04
IL-185,Wabash County,58.81,120,15.72,43.09
IL-187,Warren County,37.57,77,2.05,35.52
IL-189,Washington County,59.46,125,18.58,40.88
IL-191,Wayne County,57.42,121,15.35,42.07
IL-193,White County,53.74,116,10.47,43.27
IL-195,Whiteside County,46.02,114,10.75,35.27
IL-197,Will County,37.56,72,2.21,35.35
IL-199,Williamson County,59.07,121,15.47,43.6
IL-201,Winnebago County,47.68,122,13.89,33.79
IL-203,Woodford County,38.03,84,2.57,35.46
IN-001,Adams County,43.84,114,7.82,36.02
IN-003,Allen County,42.04,113,6.58,35.46
IN-005,Bartholomew County,55.48,122,14.09,41.39
IN-007,Benton County,42.51,101,5.12,37.39
IN-009,Blackford County,45.25,112,7.7,37.55
IN-011,Boone County,44.83,101,6.01,38.82
IN-013,Brown County,53.88,117,11.91,41.97
IN-015,Carroll County,47.61,118,9.78,37.83
IN-017,Cass County,44.57,111,6.73,37.84
IN-019,Clark County,67.84,125,24.57,43.27
IN-021,Clay County,51.76,114,11.09,40.67
IN-023,Clinton County,46.64,110,8.13,38.51
IN-025,Crawford County,61.22,119,15.86,45.36
IN-027,Daviess County,53.01,111,9.84,43.17
IN-029,Dearborn County,55.56,122,14.44,41.12
IN-031,Decatur County,56.4,123,14.72,41.68
IN-033,DeKalb County,41.56,111,6.51,35.05
IN-035,Delaware County,45.36,107,6.77,38.59
IN-037,Dubois County,59.92,116,15.59,44.33
IN-039,Elkhart County,44.75,121,9.5,35.25
IN-041,Fayette County,51.58,118,11.38,40.2
IN-043,Floyd County,67.12,125,23.55,43.57
IN-045,Fountain County,45.88,112,7.83,38.05
IN-047,Franklin County,51.03,119,10.36,40.67
IN-049,Fulton County,42.13,92,4.52,37.61
IN-051,Gibson County,60.08,120,16.76,43.32
IN-053,Grant County,45.55,111,7.8,37.75
IN-055,Greene County,52.58,111,9.77,42.81
IN-057,Hamilton County,45.99,109,7.84,38.15
IN-059,Hancock County,51.62,119,12.22,39.4
IN-061,Harrison County,62.98,122,18.43,44.55
IN-063,Hendricks County,47.17,109,7.61,39.56
IN-065,Henry County,52.15,122,12.34,39.81
IN-067,Howard County,47.58,118,9.84,37.74
IN-069,Huntington County,42.03,97,4.82,37.21
IN-071,Jackson County,56.27,120,13.8,42.47
IN-073,Jasper County,40.48,93,3.95,36.53
IN-075,Jay County,45.27,115,7.54,37.73
IN-077,Jefferson County,64.51,125,21.18,43.33
IN-079,Jennings County,58.08,122,15.33,42.75
IN-081,Johnson County,50.03,112,9.26,40.77
IN-083,Knox County,55.34,117,12.58,42.76
IN-085,Kosciusko County,41.28,102,4.93,36.35
IN-087,LaGrange County,44.59,121,9.6,34.99
IN-089,Lake County,38.85,76,2.82,36.03
IN-091,LaPorte County,43.23,109,6.09,37.14
IN-093,Lawrence County,55.76,117,11.7,44.06
IN-095,Madison County,45.69,106,7.16,38.53
IN-097,Marion County,47.02,110,7.81,39.21
IN-099,Marshall County,43.51,112,6.36,37.15
IN-101,Martin County,56.25,118,12.22,44.03
IN-103,Miami County,42.52,101,4.75,37.77
IN-105,Monroe County,52.46,114,9.53,42.93
IN-107,Montgomery County,49.3,115,10.54,38.76
IN-109,Morgan County,50.06,114,9.35,40.71
IN-111,Newton County,37.78,75,0.93,36.85
IN-113,Noble County,42.51,114,6.9,35.61
IN-115,Ohio County,60.24,124,18.65,41.59
IN-117,Orange County,57.5,116,12.53,44.97
IN-119,Owen County,52.14,115,10.11,42.03
IN-121,Parke County,54.32,123,15.41,38.91
IN-123,Perry County,64.87,121,19.42,45.45
IN-125,Pike County,57.32,116,13.65,43.67
IN-127,Porter County,41.11,103,4.6,36.51
IN-129,Posey County,55.85,117,11.9,43.95
IN-131,Pulaski County,42.74,104,5.63,37.11
IN-133,Putnam County,51.54,117,11.04,40.5
IN-135,Randolph County,47.2,115,8.34,38.86
IN-137,Ripley County,58.16,123,15.71,42.45
IN-139,Rush County,52.98,120,12.46,40.52
IN-141,St. Joseph County,47.84,122,10.64,37.2
IN-143,Scott County,63.4,125,20.75,42.65
IN-145,Shelby County,51.86,120,11.16,40.7
IN-147,Spencer County,63.31,120,18.63,44.68
IN-149,Starke County,44.06,108,6.77,37.29
IN-151,Steuben County,44.88,119,9.85,35.03
IN-153,Sullivan County,52.54,116,11.51,41.03
IN-155,Switzerland County,62.65,124,20.33,42.32
IN-157,Tippecanoe County,45.17,110,7.14,38.03
IN-159,Tipton County,46.76,114,9.15,37.61
IN-161,Union County,52.27,119,11.98,40.29
IN-163,Vanderburgh County,59.26,119,15.33,43.93
IN-165,Vermillion County,48.52,118,10.54,37.98
IN-167,Vigo County,50.31,115,10.65,39.66
IN-169,Wabash County,41.34,93,3.82,37.52
IN-171,Warren County,43.32,106,5.77,37.55
IN-173,Warrick County,61.61,120,17.77,43.84
IN-175,Washington County,59.87,121,15.66,44.21
IN-177,Wayne County,54.19,122,14.59,39.6
IN-179,Wells County,43.3,109,6.54,36.76
IN-181,White County,44.46,112,7.6,36.86
IN-183,Whitley County,41.33,103,4.84,36.49
IA-001,Adair County,40.37,105,7.71,32.66
IA-003,Adams County,41.16,107,7.97,33.19
IA-005,Allamakee County,55.17,125,22.36,32.81
IA-007,Appanoose County,35.86,66,0.67,35.19
IA-009,Audubon County,42.4,116,10.71,31.69
IA-011,Benton County,45.53,121,12.32,33.21
IA-013,Black Hawk County,55.24,125,21.81,33.43
IA-015,Boone County,47.11,120,15.68,31.43
IA-017,Bremer County,60.59,125,27.36,33.23
IA-019,Buchanan County,52.36,125,19.18,33.18
IA-021,Buena Vista County,35.36,104,6.57,28.79
IA-023,Butler County,53.52,125,20.72,32.8
IA-025,Calhoun County,43.65,123,12.79,30.86
IA-027,Carroll County,43.33,120,12.22,31.11
IA-029,Cass County,42.28,114,10.97,31.31
IA-031,Cedar County,47.03,119,11.88,35.15
IA-033,Cerro Gordo County,51.74,125,19.98,31.76
IA-035,Cherokee County,37.46,118,9.28,28.18
IA-037,Chickasaw County,60.18,125,27.74,32.44
IA-039,Clarke County,42.47,109,8.84,33.63
IA-041,Clay County,43.06,125,14.45,28.61
IA-043,Clayton County,53.04,125,19.84,33.2
IA-045,Clinton County,47.49,120,12.54,34.95
IA-047,Crawford County,40.69,119,10.89,29.8
IA-049,Dallas County,39.21,107,7.43,31.78
IA-051,Davis County,34.42,54,-0.81,35.23
IA-053,Decatur County,42.54,105,8.34,34.2
IA-055,Delaware County,52.2,125,18.88,33.32
IA-057,Des Moines County,38.92,85,3.67,35.25
IA-059,Dickinson County,47.14,125,18.94,28.2
IA-061,Dubuque County,51.06,125,17.67,33.39
IA-063,Emmet County,46.96,125,17.59,29.37
IA-065,Fayette County,55.88,125,22.55,33.33
IA-067,Floyd County,56.11,125,23.98,32.13
IA-069,Franklin County,51.61,125,19.76,31.85
IA-071,Fremont County,38.27,100,5.79,32.48
IA-073,Greene County,43.45,120,11.97,31.48
IA-075,Grundy County,49.49,123,16.44,33.05
IA-077,Guthrie County,40.7,110,9.02,31.68
IA-079,Hamilton County,49.67,124,18.72,30.95
IA-081,Hancock County,49.12,125,17.81,31.31
IA-083,Hardin County,48.29,123,16.35,31.94
IA-085,Harrison County,41.32,121,12,29.32
IA-087,Henry County,39.39,89,4.11,35.28
IA-089,Howard County,56,125,23.37,32.63
IA-091,Humboldt County,44.17,124,13.65,30.52
IA-093,Ida County,35.06,99,6.21,28.85
IA-095,Iowa County,46.35,119,12.57,33.78
IA-097,Jackson County,49.56,125,15.5,34.06
IA-099,Jasper County,46.37,123,13.4,32.97
IA-101,Jefferson County,39.21,92,4.29,34.92
IA-103,Johnson County,48.01,122,14.25,33.76
IA-105,Jones County,48.9,122,15.27,33.63
IA-107,Keokuk County,40.04,100,6.04,34
IA-109,Kossuth County,46.56,125,16.35,30.21
IA-111,Lee County,40.75,95,5.21,35.54
IA-113,Linn County,45.69,121,12.66,33.03
IA-115,Louisa County,42.75,111,8.27,34.48
IA-117,Lucas County,40.63,100,6.84,33.79
IA-119,Lyon County,46.52,125,20.16,26.36
IA-121,Madison County,37.23,85,4.38,32.85
IA-123,Mahaska County,39.65,90,5.86,33.79
IA-125,Marion County,40.77,101,7.27,33.5
IA-127,Marshall County,47.03,122,14.51,32.52
IA-129,Mills County,41.1,112,9.35,31.75
IA-131,Mitchell County,50.58,124,18.58,32
IA-133,Monona County,37.93,118,9.39,28.54
IA-135,Monroe County,35.55,74,1.31,34.24
IA-137,Montgomery County,41.89,112,9.36,32.53
IA-139,Muscatine County,45.72,115,11.2,34.52
IA-141,O'Brien County,47.44,125,19.37,28.07
IA-143,Osceola County,49.3,125,21.56,27.74
IA-145,Page County,38.37,99,4.96,33.41
IA-147,Palo Alto County,47.68,125,18.07,29.61
IA-149,Plymouth County,39.62,124,12.46,27.16
IA-151,Pocahontas County,45.64,125,15.69,29.95
IA-153,Polk County,44.31,120,12.36,31.95
IA-155,Pottawattamie County,42.41,118,11.51,30.9
IA-157,Poweshiek County,48.83,122,14.82,34.01
IA-159,Ringgold County,42.62,104,8.04,34.58
IA-161,Sac County,37.89,109,8.33,29.56
IA-163,Scott County,45.5,116,10.6,34.9
IA-165,Shelby County,42.75,117,11.87,30.88
IA-167,Sioux County,46.22,125,19.48,26.74
IA-169,Story County,51.95,124,20.22,31.73
IA-171,Tama County,46.58,122,12.54,34.04
IA-173,Taylor County,41.51,104,7.14,34.37
IA-175,Union County,41.14,102,7.26,33.88
IA-177,Van Buren County,36.98,78,1.9,35.08
IA-179,Wapello County,35.81,76,1.32,34.49
IA-181,Warren County,41.7,110,8.86,32.84
IA-183,Washington County,45.36,116,11.07,34.29
IA-185,Wayne County,39.07,86,4.05,35.02
IA-187,Webster County,46.94,124,15.84,31.1
IA-189,Winnebago County,46.81,125,15.49,31.32
IA-191,Winneshiek County,56.26,125,23.1,33.16
IA-193,Woodbury County,37.29,120,9.62,27.67
IA-195,Worth County,49.43,125,17.53,31.9
IA-197,Wright County,47.9,124,16.91,30.99
KS-001,Allen County,46,97,6.82,39.18
KS-003,Anderson County,42.89,89,3.8,39.09
KS-005,Atchison County,33.81,56,-1.31,35.12
KS-007,Barber County,38.56,124,12.54,26.02
KS-009,Barton County,31.04,107,6.24,24.8
KS-011,Bourbon County,40.51,68,0.21,40.3
KS-013,Brown County,34.85,65,0.48,34.37
KS-015,Butler County,39.47,96,6.2,33.27
KS-017,Chase County,36.35,81,3.65,32.7
KS-019,Chautauqua County,39.55,78,2.71,36.84
KS-021,Cherokee County,38.61,43,-3.03,41.64
KS-023,Cheyenne County,22.05,100,3.23,18.82
KS-025,Clark County,28.82,114,6.49,22.33
KS-027,Clay County,35.94,102,5.75,30.19
KS-029,Cloud County,35.03,109,6.97,28.06
KS-031,Coffey County,40.98,89,4.04,36.94
KS-033,Comanche County,31.13,114,7.02,24.11
KS-035,Cowley County,37.46,79,3.72,33.74
KS-037,Crawford County,38.52,48,-2.48,41
KS-039,Decatur County,25.75,107,4.89,20.86
KS-041,Dickinson County,35.49,88,4.8,30.69
KS-043,Doniphan County,34.45,58,-0.93,35.38
KS-045,Douglas County,31.48,34,-4.74,36.22
KS-047,Edwards County,31.61,117,8.86,22.75
KS-049,Elk County,37.33,70,0.88,36.45
KS-051,Ellis County,35.16,122,12.06,23.1
KS-053,Ellsworth County,31.62,97,4.94,26.68
KS-055,Finney County,24.56,110,5.8,18.76
KS-057,Ford County,30.73,121,9.08,21.65
KS-059,Franklin County,36.28,54,-1.1,37.38
KS-061,Geary County,33.55,70,0.96,32.59
KS-063,Gove County,27.13,116,7.37,19.76
KS-065,Graham County,30.49,118,8.63,21.86
KS-067,Grant County,24.13,115,6.46,17.67
KS-069,Gray County,28.06,121,8.01,20.05
KS-071,Greeley County,20.04,100,3.13,16.91
KS-073,Greenwood County,39.94,89,4.64,35.3
KS-075,Hamilton County,22.55,113,6.07,16.48
KS-077,Harper County,35.85,109,7.43,28.42
KS-079,Harvey County,35.58,90,4.53,31.05
KS-081,Haskell County,25.45,112,6.22,19.23
KS-083,Hodgeman County,29.17,118,8.55,20.62
KS-085,Jackson County,30.71,41,-3.46,34.17
KS-087,Jefferson County,28.21,19,-7.2,35.41
KS-089,Jewell County,33.96,112,7.89,26.07
KS-091,Johnson County,33.57,43,-3.53,37.1
KS-093,Kearny County,23,108,5.59,17.41
KS-095,Kingman County,41.2,123,13.19,28.01
KS-097,Kiowa County,32.56,119,8.89,23.67
KS-099,Labette County,42.85,79,2.67,40.18
KS-101,Lane County,23.85,100,4.16,19.69
KS-103,Leavenworth County,31.79,38,-3.95,35.74
KS-105,Lincoln County,31.07,99,5.29,25.78
KS-107,Linn County,42.01,75,1.98,40.03
KS-109,Logan County,20.51,84,2.14,18.37
KS-111,Lyon County,36.07,72,1.29,34.78
KS-113,McPherson County,35.42,101,6,29.42
KS-115,Marion County,35.29,79,3.54,31.75
KS-117,Marshall County,38.08,106,6.71,31.37
KS-119,Meade County,28.85,118,8.42,20.43
KS-121,Miami County,35.31,44,-3.46,38.77
KS-123,Mitchell County,34.05,118,8.52,25.53
KS-125,Montgomery County,43.21,92,5.37,37.84
KS-127,Morris County,35.62,78,2.53,33.09
KS-129,Morton County,20.78,106,3.84,16.94
KS-131,Nemaha County,33.88,72,0.8,33.08
KS-133,Neosho County,42.21,79,2.44,39.77
KS-135,Ness County,27.38,116,6.38,21
KS-137,Norton County,28.29,112,6.29,22
KS-139,Osage County,32.9,44,-2.76,35.66
KS-141,Osborne County,33.85,118,9.99,23.86
KS-143,Ottawa County,34.87,110,7.05,27.82
KS-145,Pawnee County,30.37,116,7.44,22.93
KS-147,Phillips County,28.63,104,5.48,23.15
KS-149,Pottawatomie County,34.38,78,1.4,32.98
KS-151,Pratt County,34.82,118,9.51,25.31
KS-153,Rawlins County,23.39,97,3.56,19.83
KS-155,Reno County,36.76,116,9.18,27.58
KS-157,Republic County,33.3,104,5.4,27.9
KS-159,Rice County,35.29,114,8.53,26.76
KS-161,Riley County,34.47,88,2.73,31.74
KS-163,Rooks County,32.37,118,9.38,22.99
KS-165,Rush County,31.37,119,8.57,22.8
KS-167,Russell County,31.38,113,6.89,24.49
KS-169,Saline County,32.31,93,3.51,28.8
KS-171,Scott County,19.75,78,1.01,18.74
KS-173,Sedgwick County,33.35,76,2.7,30.65
KS-175,Seward County,27.2,117,7.99,19.21
KS-177,Shawnee County,29.16,23,-5.59,34.75
KS-179,Sheridan County,25.11,101,4.3,20.81
KS-181,Sherman County,21.18,96,2.96,18.22
KS-183,Smith County,30.43,107,6.51,23.92
KS-185,Stafford County,32.51,114,7.68,24.83
KS-187,Stanton County,21.54,112,4.97,16.57
KS-189,Stevens County,25.2,114,7.05,18.15
KS-191,Sumner County,35.29,86,4.16,31.13
KS-193,Thomas County,22.4,93,2.87,19.53
KS-195,Trego County,28.75,115,7.24,21.51
KS-197,Wabaunsee County,32.48,51,-1.74,34.22
KS-199,Wallace County,19.92,86,2.31,17.61
KS-201,Washington County,38.01,114,8.38,29.63
KS-203,Wichita County,19.56,86,1.75,17.81
KS-205,Wilson County,39.01,74,1.3,37.71
KS-207,Woodson County,41.58,86,4.11,37.47
KS-209,Wyandotte County,32.68,43,-3.51,36.19
KY-001,Adair County,66.58,124,16.35,50.23
KY-003,Allen County,65.5,122,15.29,50.21
KY-005,Anderson County,70.05,125,24.32,45.73
KY-007,Ballard County,57.79,109,11.44,46.35
KY-009,Barren County,63.13,120,12.67,50.46
KY-011,Bath County,72.68,125,26.83,45.85
KY-013,Bell County,64.09,119,12.42,51.67
KY-015,Boone County,58.38,124,16.88,41.5
KY-017,Bourbon County,72.68,125,27.84,44.84
KY-019,Boyd County,58.26,124,16.24,42.02
KY-021,Boyle County,65.57,124,17.66,47.91
KY-023,Bracken County,61.3,125,17.21,44.09
KY-025,Breathitt County,62.8,124,16.42,46.38
KY-027,Breckinridge County,60.02,119,13.27,46.75
KY-029,Bullitt County,66.17,123,20.71,45.46
KY-031,Butler County,55.79,101,7.79,48
KY-033,Caldwell County,58.61,113,11.24,47.37
KY-035,Calloway County,58.86,107,9.89,48.97
KY-037,Campbell County,57.7,123,15.89,41.81
KY-039,Carlisle County,58.38,109,11.17,47.21
KY-041,Carroll County,64.74,124,21.98,42.76
KY-043,Carter County,58.25,125,16.03,42.22
KY-045,Casey County,69.89,125,20.1,49.79
KY-047,Christian County,56.76,105,8.57,48.19
KY-049,Clark County,74.11,125,28.26,45.85
KY-051,Clay County,61.3,120,12.43,48.87
KY-053,Clinton County,73.15,125,20.96,52.19
KY-055,Crittenden County,59.43,117,13.16,46.27
KY-057,Cumberland County,71.91,125,20.74,51.17
KY-059,Daviess County,58.51,120,13.67,44.84
KY-061,Edmonson County,60.23,114,10.4,49.83
KY-063,Elliott County,62.1,125,18.81,43.29
KY-065,Estill County,73.95,125,27.84,46.11
KY-067,Fayette County,73.31,125,28.29,45.02
KY-069,Fleming County,70.86,125,26.03,44.83
KY-071,Floyd County,59.8,125,16.12,43.68
KY-073,Franklin County,73.9,125,29.26,44.64
KY-075,Fulton County,55.96,98,7.02,48.94
KY-077,Gallatin County,61.67,124,19.31,42.36
KY-079,Garrard County,68.7,125,21.93,46.77
KY-081,Grant County,63.95,124,21.16,42.79
KY-083,Graves County,57.33,102,8.27,49.06
KY-085,Grayson County,60.55,116,11.56,48.99
KY-087,Green County,58.83,114,9.77,49.06
KY-089,Greenup County,53.3,120,11.6,41.7
KY-091,Hancock County,63.41,120,17.66,45.75
KY-093,Hardin County,64.33,121,17.36,46.97
KY-095,Harlan County,65.73,123,13.68,52.05
KY-097,Harrison County,70.14,125,26.6,43.54
KY-099,Hart County,62.15,116,12.83,49.32
KY-101,Henderson County,59.01,120,14.59,44.42
KY-103,Henry County,69.24,125,25.16,44.08
KY-105,Hickman County,57.34,105,9.05,48.29
KY-107,Hopkins County,59.31,116,13.39,45.92
KY-109,Jackson County,67.75,125,19.44,48.31
KY-111,Jefferson County,67.26,124,23.11,44.15
KY-113,Jessamine County,69.96,125,24.46,45.5
KY-115,Johnson County,57.85,123,14.07,43.78
KY-117,Kenton County,58.07,124,16.29,41.78
KY-119,Knott County,61.18,124,15.21,45.97
KY-121,Knox County,63.93,122,13.68,50.25
KY-123,Larue County,67.17,123,19.08,48.09
KY-125,Laurel County,66.03,123,16.67,49.36
KY-127,Lawrence County,59.43,123,16.16,43.27
KY-129,Lee County,67.61,125,21,46.61
KY-131,Leslie County,61.77,121,12.88,48.89
KY-133,Letcher County,61.44,125,14.81,46.63
KY-135,Lewis County,62.89,125,19.43,43.46
KY-137,Lincoln County,69.67,125,21.1,48.57
KY-139,Livingston County,58,110,10.61,47.39
KY-141,Logan County,61.42,119,13.03,48.39
KY-143,Lyon County,59.56,112,11.46,48.1
KY-145,McCracken County,57.41,108,9.95,47.46
KY-147,McCreary County,67.23,124,16.71,50.52
KY-149,McLean County,55.13,111,10.12,45.01
KY-151,Madison County,72.08,125,26.14,45.94
KY-153,Magoffin County,60.56,124,16.07,44.49
KY-155,Marion County,64.61,122,16.11,48.5
KY-157,Marshall County,57.57,104,9.37,48.2
KY-159,Martin County,60.78,125,15.73,45.05
KY-161,Mason County,65.37,125,21.31,44.06
KY-163,Meade County,58.73,119,13.14,45.59
KY-165,Menifee County,74.21,125,27.81,46.4
KY-167,Mercer County,67.94,124,21.48,46.46
KY-169,Metcalfe County,61.36,117,11.16,50.2
KY-171,Monroe County,69.79,125,17.98,51.81
KY-173,Montgomery County,74.16,125,27.48,46.68
KY-175,Morgan County,65,125,20.35,44.65
KY-177,Muhlenberg County,56.79,114,10.12,46.67
KY-179,Nelson County,66.76,123,19.74,47.02
KY-181,Nicholas County,71.33,125,26.44,44.89
KY-183,Ohio County,55.86,114,9.49,46.37
KY-185,Oldham County,69.41,125,24.85,44.56
KY-187,Owen County,69.15,125,25.49,43.66
KY-189,Owsley County,61.83,121,14.59,47.24
KY-191,Pendleton County,61.96,125,18.72,43.24
KY-193,Perry County,61.24,123,13.91,47.33
KY-195,Pike County,64.44,125,20.14,44.3
KY-197,Powell County,76.36,125,29.85,46.51
KY-199,Pulaski County,71.62,125,21.8,49.82
KY-201,Robertson County,67.39,125,23.31,44.08
KY-203,Rockcastle County,71.46,125,22.17,49.29
KY-205,Rowan County,69.82,125,24.86,44.96
KY-207,Russell County,74.02,125,23.18,50.84
KY-209,Scott County,74.98,125,30.96,44.02
KY-211,Shelby County,69.83,125,24.32,45.51
KY-213,Simpson County,61.21,117,12.31,48.9
KY-215,Spencer County,67.07,124,20.48,46.59
KY-217,Taylor County,61.49,120,12.01,49.48
KY-219,Todd County,58.3,107,10.02,48.28
KY-221,Trigg County,61.06,113,12.35,48.71
KY-223,Trimble County,67.04,125,23.64,43.4
KY-225,Union County,56.32,115,11.45,44.87
KY-227,Warren County,58.93,109,9.89,49.04
KY-229,Washington County,66.46,124,19.1,47.36
KY-231,Wayne County,71.2,125,20.42,50.78
KY-233,Webster County,58.56,117,13.26,45.3
KY-235,Whitley County,65.18,123,15.03,50.15
KY-237,Wolfe County,68.2,125,22.26,45.94
KY-239,Woodford County,72.78,125,27.67,45.11
LA-001,Acadia Parish,62.44,77,4.07,58.37
LA-003,Allen Parish,58.32,63,-0.51,58.83
LA-005,Ascension Parish,67.07,87,6.55,60.52
LA-007,Assumption Parish,66.99,89,5.78,61.21
LA-009,Avoyelles Parish,57.76,65,0.26,57.5
LA-011,Beauregard Parish,65.56,97,8.61,56.95
LA-013,Bienville Parish,72.18,119,18.95,53.23
LA-015,Bossier Parish,65.91,114,16.22,49.69
LA-017,Caddo Parish,65.41,121,16.98,48.43
LA-019,Calcasieu Parish,66.3,98,8.84,57.46
LA-021,Caldwell Parish,69.51,116,14.99,54.52
LA-023,Cameron Parish,68.91,108,12.05,56.86
LA-025,Catahoula Parish,59.37,85,3.69,55.68
LA-027,Claiborne Parish,66.87,113,14.54,52.33
LA-029,Concordia Parish,53.7,49,-2.55,56.25
LA-031,De Soto Parish,69.02,120,19,50.02
LA-033,East Baton Rouge Parish,63,74,2.66,60.34
LA-035,East Carroll Parish,64.28,104,11.01,53.27
LA-037,East Feliciana Parish,60.65,57,-1.05,61.7
LA-039,Evangeline Parish,62,71,3.1,58.9
LA-041,Franklin Parish,62.08,100,8.06,54.02
LA-043,Grant Parish,71.97,115,16.28,55.69
LA-045,Iberia Parish,67.92,100,9.31,58.61
